,index,Unnamed: 0,Title,Year_x,Publisher_x,Genre_x,Platform_x,Metascore,Avg_Userscore,No_Players,Rank,Name,Platform_y,Year_y,Genre_y,Publisher_y,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4539,4651,3845,Test Drive Unlimited,2007,EdenStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,79,8.1,1 Player,15124,Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02
4540,4652,2549,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,82,8.3,Up to 20 ,2777,Blur,PS3,2010.0,Racing,Activision,0.22,0.37,0.02,0.13,0.74
4541,4653,2549,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,82,8.3,Up to 20 ,3371,Blur,X360,2010.0,Racing,Activision,0.25,0.28,0.0,0.06,0.6
4542,4654,2549,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,82,8.3,Up to 20 ,12385,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06
4543,4655,2835,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,81,8.2,Up to 20 ,2777,Blur,PS3,2010.0,Racing,Activision,0.22,0.37,0.02,0.13,0.74
4544,4656,2835,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,81,8.2,Up to 20 ,3371,Blur,X360,2010.0,Racing,Activision,0.25,0.28,0.0,0.06,0.6
4545,4657,2835,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,81,8.2,Up to 20 ,12385,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06
4546,4658,3010,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.4,not specified,2777,Blur,PS3,2010.0,Racing,Activision,0.22,0.37,0.02,0.13,0.74
4547,4659,3010,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.4,not specified,3371,Blur,X360,2010.0,Racing,Activision,0.25,0.28,0.0,0.06,0.6
4548,4660,3010,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.4,not specified,12385,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06
4549,4661,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,125,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59
4550,4662,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,220,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82
4551,4663,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,450,FIFA 15,X360,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
4552,4664,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,762,FIFA 15,XOne,2014.0,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15
4553,4665,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,2477,FIFA 15,PSV,2014.0,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.84
4554,4666,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,2718,FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76
4555,4667,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,4370,FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.33,0.0,0.03,0.45
4556,4668,2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,82,5.4,not specified,5913,FIFA 15,PC,2014.0,Sports,Electronic Arts,0.0,0.27,0.0,0.03,0.3
4557,4669,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,125,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59
4558,4670,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,220,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82
4559,4671,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,450,FIFA 15,X360,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
4560,4672,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,762,FIFA 15,XOne,2014.0,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15
4561,4673,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,2477,FIFA 15,PSV,2014.0,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.84
4562,4674,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,2718,FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76
4563,4675,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,4370,FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.33,0.0,0.03,0.45
4564,4676,2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,82,4.3,not specified,5913,FIFA 15,PC,2014.0,Sports,Electronic Arts,0.0,0.27,0.0,0.03,0.3
4565,4677,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,125,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59
4566,4678,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,220,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82
4567,4679,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,450,FIFA 15,X360,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
4568,4680,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,762,FIFA 15,XOne,2014.0,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15
4569,4681,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,2477,FIFA 15,PSV,2014.0,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.84
4570,4682,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,2718,FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76
4571,4683,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,4370,FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.33,0.0,0.03,0.45
4572,4684,2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82,5.6,Up to 22 ,5913,FIFA 15,PC,2014.0,Sports,Electronic Arts,0.0,0.27,0.0,0.03,0.3
4573,4685,2554,Broken Sword: The Sleeping Dragon,2003,RevolutionSoftware,Adventure;3D;Modern;Third-Person;Modern,PC,82,7.5,No Online Multiplayer,15549,Broken Sword: The Sleeping Dragon,XB,2003.0,Adventure,THQ,0.01,0.0,0.0,0.0,0.02
4574,4686,2556,ATV Offroad Fury 2,2002,RainbowStudios,Driving;Racing;Rally / Offroad,PlayStation2,82,8.7,1-4 ,749,ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,1.92,0.2,0.0,0.06,2.18
4575,4687,2557,Mega Man Zero,2002,Inti,Action;Platformer;2D,GameBoyAdvance,82,8.9,1 Player,3664,Mega Man Zero,GBA,2002.0,Platform,Capcom,0.22,0.08,0.24,0.01,0.55
4576,4688,2558,SOCOM: U.S. Navy SEALs,2002,ZipperInteractive,Action;Shooter;Third-Person;Tactical;Modern,PlayStation2,82,7.9,1-16 ,343,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
4577,4689,2561,Ring of Red,2001,Konami,Strategy;Real-Time;Sci-Fi,PlayStation2,82,8.1,1 Player,10066,Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
4578,4690,2562,Football Manager Live,2009,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,82,3.1,not specified,15998,Football Manager Live,PC,2009.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
4579,4691,2576,Ape Escape 2,2003,SCEJapanStudio,Action;Platformer;3D,PlayStation2,82,8.4,1 Player,3215,Ape Escape 2,PS2,2002.0,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63
4580,4692,2577,Viva Pinata: Pocket Paradise,2008,RareLtd.,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,DS,82,7.2,2  Online,3603,Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
4581,4693,2585,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PC,82,4.5,No Online Multiplayer,1818,Dragon Age II,X360,2011.0,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
4582,4694,2585,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PC,82,4.5,No Online Multiplayer,2465,Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
4583,4695,2585,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PC,82,4.5,No Online Multiplayer,3156,Dragon Age II,PC,2011.0,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64
4584,4696,2586,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PlayStation3,82,4.3,No Online Multiplayer,1818,Dragon Age II,X360,2011.0,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
4585,4697,2586,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PlayStation3,82,4.3,No Online Multiplayer,2465,Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
4586,4698,2586,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PlayStation3,82,4.3,No Online Multiplayer,3156,Dragon Age II,PC,2011.0,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64
4587,4699,4143,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,Xbox360,79,4.5,No Online Multiplayer,1818,Dragon Age II,X360,2011.0,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
4588,4700,4143,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,Xbox360,79,4.5,No Online Multiplayer,2465,Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
4589,4701,4143,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,Xbox360,79,4.5,No Online Multiplayer,3156,Dragon Age II,PC,2011.0,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64
4590,4702,2592,Skylanders: Spyro's Adventure,2011,VicariousVisions,Action;Platformer;Platformer;3D;3D,3DS,82,4.9,not specified,513,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85
4591,4703,2592,Skylanders: Spyro's Adventure,2011,VicariousVisions,Action;Platformer;Platformer;3D;3D,3DS,82,4.9,not specified,2137,Skylanders: Spyro's Adventure,X360,2011.0,Action,Activision,0.53,0.35,0.0,0.1,0.97
4592,4704,2592,Skylanders: Spyro's Adventure,2011,VicariousVisions,Action;Platformer;Platformer;3D;3D,3DS,82,4.9,not specified,2188,Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.4,0.0,0.16,0.95
4593,4705,2592,Skylanders: Spyro's Adventure,2011,VicariousVisions,Action;Platformer;Platformer;3D;3D,3DS,82,4.9,not specified,3541,Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.0,0.05,0.57
4594,4706,2592,Skylanders: Spyro's Adventure,2011,VicariousVisions,Action;Platformer;Platformer;3D;3D,3DS,82,4.9,not specified,10782,Skylanders: Spyro's Adventure,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.01,0.1
4595,4707,3220,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Wii,81,6.1,not specified,513,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85
4596,4708,3220,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Wii,81,6.1,not specified,2137,Skylanders: Spyro's Adventure,X360,2011.0,Action,Activision,0.53,0.35,0.0,0.1,0.97
4597,4709,3220,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Wii,81,6.1,not specified,2188,Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.4,0.0,0.16,0.95
4598,4710,3220,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Wii,81,6.1,not specified,3541,Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.0,0.05,0.57
4599,4711,3220,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Wii,81,6.1,not specified,10782,Skylanders: Spyro's Adventure,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.01,0.1
4600,4712,4369,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Xbox360,78,5.4,not specified,513,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85
4601,4713,4369,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Xbox360,78,5.4,not specified,2137,Skylanders: Spyro's Adventure,X360,2011.0,Action,Activision,0.53,0.35,0.0,0.1,0.97
4602,4714,4369,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Xbox360,78,5.4,not specified,2188,Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.4,0.0,0.16,0.95
4603,4715,4369,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Xbox360,78,5.4,not specified,3541,Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.0,0.05,0.57
4604,4716,4369,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Xbox360,78,5.4,not specified,10782,Skylanders: Spyro's Adventure,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.01,0.1
4605,4718,2594,Henry Hatsworth in the Puzzling Adventure,2009,EATiburon,Action;Platformer;Platformer;2D;2D,DS,82,8.0,1 Player,10926,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,0.08,0.01,0.0,0.01,0.09
4606,4719,2596,Doom,2006,NerveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.3,4  Online,2636,Doom,PS,1994.0,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
4607,4720,2596,Doom,2006,NerveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.3,4  Online,9087,Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14
4608,4721,2596,Doom,2006,NerveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.3,4  Online,14602,Doom,PC,1992.0,Shooter,id Software,0.02,0.0,0.0,0.0,0.03
4609,4722,2882,Doom,2001,DavidA.PalmerProductions,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,81,8.4,not specified,2636,Doom,PS,1994.0,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
4610,4723,2882,Doom,2001,DavidA.PalmerProductions,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,81,8.4,not specified,9087,Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14
4611,4724,2882,Doom,2001,DavidA.PalmerProductions,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,81,8.4,not specified,14602,Doom,PC,1992.0,Shooter,id Software,0.02,0.0,0.0,0.0,0.03
4612,4725,2597,SOCOM 3: U.S. Navy SEALs,2005,ZipperInteractive,Action;Shooter;Third-Person;Tactical;Modern,PlayStation2,82,8.8,32  Online,1059,SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
4613,4726,2599,Dance Dance Revolution Ultramix,2003,KonamiComputerEntertainmentHawaii,Miscellaneous;Rhythm;Dancing,Xbox,82,8.8,1-4 ,3701,Dance Dance Revolution Ultramix,XB,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54
4614,4727,2600,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,GameCube,82,7.9,1-4 ,7669,Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2
4615,4728,2600,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,GameCube,82,7.9,1-4 ,9325,Gladius,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14
4616,4729,2600,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,GameCube,82,7.9,1-4 ,11779,Gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07
4617,4730,4070,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,Xbox,79,8.6,1-4 ,7669,Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2
4618,4731,4070,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,Xbox,79,8.6,1-4 ,9325,Gladius,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14
4619,4732,4070,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,Xbox,79,8.6,1-4 ,11779,Gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07
4620,4733,4590,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,PlayStation2,78,8.0,1-2 ,7669,Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2
4621,4734,4590,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,PlayStation2,78,8.0,1-2 ,9325,Gladius,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14
4622,4735,4590,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,PlayStation2,78,8.0,1-2 ,11779,Gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07
4623,4736,2602,Tom Clancy's Ghost Recon: Island Thunder,2002,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,82,8.3,not specified,2384,Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87
4624,4737,3296,Tom Clancy's Ghost Recon: Island Thunder,2003,RedStormEntertainment,Action;Shooter;First-Person;Tactical;Modern,Xbox,81,8.8,1-16 ,2384,Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87
4625,4738,2603,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation2,82,6.3,1-8 ,3226,FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63
4626,4739,2603,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation2,82,6.3,1-8 ,8144,FIFA Soccer 2002,GC,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
4627,4740,2603,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation2,82,6.3,1-8 ,8828,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15
4628,4741,2933,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,GameCube,81,8.0,1-4 ,3226,FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63
4629,4742,2933,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,GameCube,81,8.0,1-4 ,8144,FIFA Soccer 2002,GC,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
4630,4743,2933,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,GameCube,81,8.0,1-4 ,8828,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15
4631,4744,3187,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation,81,5.0,not specified,3226,FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63
4632,4745,3187,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation,81,5.0,not specified,8144,FIFA Soccer 2002,GC,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
4633,4746,3187,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation,81,5.0,not specified,8828,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15
4634,4747,4942,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,77,7.7,1-8 ,3226,FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63
4635,4748,4942,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,77,7.7,1-8 ,8144,FIFA Soccer 2002,GC,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
4636,4749,4942,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,77,7.7,1-8 ,8828,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15
4637,4750,2604,Extreme-G,1997,ProbeEntertainmentLimited,Driving;Racing;Futuristic,Nintendo64,82,8.4,1-4 ,3414,Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59
4638,4751,2605,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,GSCGameWorld,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,8.5,Online Multiplayer,12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06
4639,4752,2610,Space Invaders Extreme 2,2009,TaitoCorporation,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,DS,82,7.1,not specified,7782,Space Invaders Extreme 2,DS,2009.0,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19
4640,4753,2612,Condemned 2: Bloodshot,2008,MonolithProductions,Action Adventure;Horror;Horror;Survival,PlayStation3,82,8.1,Up to 8 ,3209,Condemned 2: Bloodshot,X360,2008.0,Action,Sega,0.38,0.19,0.0,0.06,0.63
4641,4754,2612,Condemned 2: Bloodshot,2008,MonolithProductions,Action Adventure;Horror;Horror;Survival,PlayStation3,82,8.1,Up to 8 ,4859,Condemned 2: Bloodshot,PS3,2008.0,Action,Sega,0.17,0.16,0.0,0.07,0.4
4642,4755,3404,Condemned 2: Bloodshot,2008,MonolithProductions,Action Adventure;Horror;Horror;Survival,Xbox360,80,8.5,8  Online,3209,Condemned 2: Bloodshot,X360,2008.0,Action,Sega,0.38,0.19,0.0,0.06,0.63
4643,4756,3404,Condemned 2: Bloodshot,2008,MonolithProductions,Action Adventure;Horror;Horror;Survival,Xbox360,80,8.5,8  Online,4859,Condemned 2: Bloodshot,PS3,2008.0,Action,Sega,0.17,0.16,0.0,0.07,0.4
4644,4757,2625,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.1,12  Online,5969,The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29
4645,4758,2625,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.1,12  Online,6626,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,0.12,0.1,0.0,0.04,0.25
4646,4759,2625,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.1,12  Online,16286,The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
4647,4760,3335,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,80,7.7,not specified,5969,The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29
4648,4761,3335,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,80,7.7,not specified,6626,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,0.12,0.1,0.0,0.04,0.25
4649,4762,3335,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,80,7.7,not specified,16286,The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
4650,4763,3430,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,7.9,not specified,5969,The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29
4651,4764,3430,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,7.9,not specified,6626,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,0.12,0.1,0.0,0.04,0.25
