,index,Unnamed: 0,Title,Year_x,Publisher_x,Genre_x,Platform_x,Metascore,Avg_Userscore,No_Players,Rank,Name,Platform_y,Year_y,Genre_y,Publisher_y,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1191,1223,453,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,PC,90,8.6,No Online Multiplayer,9513,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
1192,1224,453,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,PC,90,8.6,No Online Multiplayer,13860,Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04
1193,1225,1203,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,Xbox360,86,8.7,not specified,9513,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
1194,1226,1203,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,Xbox360,86,8.7,not specified,13860,Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04
1195,1227,1577,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,PlayStation3,85,8.6,not specified,9513,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
1196,1228,1577,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,PlayStation3,85,8.6,not specified,13860,Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04
1197,1229,3029,Brothers: A Tale of Two Sons,2015,Starbreeze,Action Adventure;Linear,PlayStation4,81,8.2,not specified,9513,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
1198,1230,3029,Brothers: A Tale of Two Sons,2015,Starbreeze,Action Adventure;Linear,PlayStation4,81,8.2,not specified,13860,Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04
1199,1231,457,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation2,90,8.8,1-16 ,2936,TimeSplitters 2,PS2,2002.0,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
1200,1232,457,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation2,90,8.8,1-16 ,3163,TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64
1201,1233,457,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation2,90,8.8,1-16 ,4476,TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44
1202,1234,758,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,GameCube,88,8.6,1-4 ,2936,TimeSplitters 2,PS2,2002.0,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
1203,1235,758,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,GameCube,88,8.6,1-4 ,3163,TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64
1204,1236,758,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,GameCube,88,8.6,1-4 ,4476,TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44
1205,1237,827,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,Xbox,88,7.8,1-4 ,2936,TimeSplitters 2,PS2,2002.0,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
1206,1238,827,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,Xbox,88,7.8,1-4 ,3163,TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64
1207,1239,827,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,Xbox,88,7.8,1-4 ,4476,TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44
1208,1240,458,Guild Wars 2,2012,ArenaNet,General;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,90,8.1,Massively Multiplayer,693,Guild Wars 2,PC,2012.0,Action,NCSoft,0.95,1.06,0.0,0.29,2.3
1209,1241,459,Forza Motorsport 2,2007,Turn10,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,90,8.3,8  Online,292,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
1210,1242,469,Colin McRae Rally 2.0,2000,Codemasters,Driving;Racing;Rally / Offroad,PlayStation,90,8.2,1-2 ,2284,Colin McRae Rally 2.0,PS,2000.0,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
1211,1243,469,Colin McRae Rally 2.0,2000,Codemasters,Driving;Racing;Rally / Offroad,PlayStation,90,8.2,1-2 ,14994,Colin McRae Rally 2.0,GBA,2002.0,Racing,Codemasters,0.02,0.01,0.0,0.0,0.02
1212,1244,2196,Colin McRae Rally 2.0,2001,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,83,8.5,1-8 ,2284,Colin McRae Rally 2.0,PS,2000.0,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
1213,1245,2196,Colin McRae Rally 2.0,2001,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,83,8.5,1-8 ,14994,Colin McRae Rally 2.0,GBA,2002.0,Racing,Codemasters,0.02,0.01,0.0,0.0,0.02
1214,1246,3462,Colin McRae Rally 2.0,2002,Spellbound,Driving;Racing;Rally / Offroad,GameBoyAdvance,80,tbd,not specified,2284,Colin McRae Rally 2.0,PS,2000.0,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
1215,1247,3462,Colin McRae Rally 2.0,2002,Spellbound,Driving;Racing;Rally / Offroad,GameBoyAdvance,80,tbd,not specified,14994,Colin McRae Rally 2.0,GBA,2002.0,Racing,Codemasters,0.02,0.01,0.0,0.0,0.02
1216,1248,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,83,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24
1217,1249,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
1218,1250,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,2830,FIFA Soccer 13,Wii,2012.0,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72
1219,1251,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,4120,FIFA Soccer 13,WiiU,2012.0,Action,Electronic Arts,0.18,0.26,0.0,0.04,0.48
1220,1252,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,4180,FIFA Soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,0.3,0.05,0.12,0.47
1221,1253,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,4775,FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41
1222,1254,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,5131,FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,0.05,0.19,0.02,0.1,0.37
1223,1255,470,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified,6022,FIFA Soccer 13,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29
1224,1256,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,83,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24
1225,1257,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
1226,1258,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,2830,FIFA Soccer 13,Wii,2012.0,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72
1227,1259,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,4120,FIFA Soccer 13,WiiU,2012.0,Action,Electronic Arts,0.18,0.26,0.0,0.04,0.48
1228,1260,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,4180,FIFA Soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,0.3,0.05,0.12,0.47
1229,1261,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,4775,FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41
1230,1262,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,5131,FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,0.05,0.19,0.02,0.1,0.37
1231,1263,816,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,88,6.6,not specified,6022,FIFA Soccer 13,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29
1232,1264,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,83,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24
1233,1265,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
1234,1266,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,2830,FIFA Soccer 13,Wii,2012.0,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72
1235,1267,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,4120,FIFA Soccer 13,WiiU,2012.0,Action,Electronic Arts,0.18,0.26,0.0,0.04,0.48
1236,1268,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,4180,FIFA Soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,0.3,0.05,0.12,0.47
1237,1269,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,4775,FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41
1238,1270,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,5131,FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,0.05,0.19,0.02,0.1,0.37
1239,1271,1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,6022,FIFA Soccer 13,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29
1240,1272,473,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,8.0,not specified,469,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
1241,1273,473,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,8.0,not specified,624,NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
1242,1274,473,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,8.0,not specified,4330,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45
1243,1275,473,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,8.0,not specified,9228,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14
1244,1276,473,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,8.0,not specified,14414,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
1245,1277,848,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,88,7.3,not specified,469,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
1246,1278,848,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,88,7.3,not specified,624,NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
1247,1279,848,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,88,7.3,not specified,4330,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45
1248,1280,848,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,88,7.3,not specified,9228,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14
1249,1281,848,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,88,7.3,not specified,14414,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
1250,1282,1476,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,WiiU,85,7.1,1 Player,469,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
1251,1283,1476,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,WiiU,85,7.1,1 Player,624,NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
1252,1284,1476,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,WiiU,85,7.1,1 Player,4330,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45
1253,1285,1476,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,WiiU,85,7.1,1 Player,9228,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14
1254,1286,1476,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,WiiU,85,7.1,1 Player,14414,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
1255,1287,475,Total War: Shogun 2,2011,CreativeAssembly,Strategy;Turn-Based;Historic;General;Historic,PC,90,8.4,Online Multiplayer,3400,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.19,0.31,0.0,0.09,0.59
1256,1288,476,Empire: Total War,2009,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,90,7.0,not specified,1884,Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.11,1.09
1257,1289,482,ESPN NHL Hockey,2003,KushGames,Sports;Traditional;Ice Hockey;Sim,PlayStation2,90,7.0,1-8 ,7015,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23
1258,1290,482,ESPN NHL Hockey,2003,KushGames,Sports;Traditional;Ice Hockey;Sim,PlayStation2,90,7.0,1-8 ,10173,ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11
1259,1291,753,ESPN NHL Hockey,2003,KushGames,Sports;Traditional;Ice Hockey;Sim,Xbox,88,8.4,1-10 ,7015,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23
1260,1292,753,ESPN NHL Hockey,2003,KushGames,Sports;Traditional;Ice Hockey;Sim,Xbox,88,8.4,1-10 ,10173,ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11
1261,1293,485,Final Fantasy VIII,1999,SquareSoft,Role-Playing;Console-style RPG,PlayStation,90,8.6,1 Player,88,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86
1262,1294,487,Command & Conquer: Red Alert,1996,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,90,8.8,1-6 ,512,Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85
1263,1295,487,Command & Conquer: Red Alert,1996,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,90,8.8,1-6 ,4727,Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41
1264,1297,489,Star Wars Jedi Knight II: Jedi Outcast,2002,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,89,8.7,Online Multiplayer,7010,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23
1265,1299,3025,Star Wars Jedi Knight II: Jedi Outcast,2002,VicariousVisions,Action;Shooter;First-Person;Sci-Fi,Xbox,81,6.0,1-2 ,7010,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23
1266,1300,491,Halo 2 Multiplayer Map Pack,2005,BungieSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,89,7.5,16  Online,2951,Halo 2 Multiplayer Map Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69
1267,1301,493,Shin Megami Tensei: Persona 3 Portable,2010,Atlus,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,89,8.4,No Online Multiplayer,3227,Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63
1268,1302,495,Call of Duty 2,2005,InfinityWard,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,89,8.2,8  Online,843,Call of Duty 2,X360,2005.0,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
1269,1303,495,Call of Duty 2,2005,InfinityWard,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,89,8.2,8  Online,12410,Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
1270,1304,1112,Call of Duty 2,2005,InfinityWard,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,86,8.4,32  Online,843,Call of Duty 2,X360,2005.0,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
1271,1305,1112,Call of Duty 2,2005,InfinityWard,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,86,8.4,32  Online,12410,Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
1272,1306,497,Dragon Quest VIII: Journey of the Cursed King,2005,Level5,Role-Playing;Console-style RPG,PlayStation2,89,8.8,1 Player,181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
1273,1307,497,Dragon Quest VIII: Journey of the Cursed King,2005,Level5,Role-Playing;Console-style RPG,PlayStation2,89,8.8,1 Player,2419,Dragon Quest VIII: Journey of the Cursed King,3DS,2015.0,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86
1274,1308,1354,Dragon Quest VIII: Journey of the Cursed King,2017,Cygames,Role-Playing;Japanese-Style,3DS,85,8.6,No Online Multiplayer,181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
1275,1309,1354,Dragon Quest VIII: Journey of the Cursed King,2017,Cygames,Role-Playing;Japanese-Style,3DS,85,8.6,No Online Multiplayer,2419,Dragon Quest VIII: Journey of the Cursed King,3DS,2015.0,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86
1276,1310,498,Metroid: Zero Mission,2004,Nintendo,Action;Platformer;2D,GameBoyAdvance,89,8.9,1-2 ,2476,Metroid: Zero Mission,GBA,2004.0,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84
1277,1311,499,The Legend of Zelda: Majora's Mask 3D,2015,GREZZO,Fantasy;Action Adventure;Open-World,3DS,89,9.0,No Online Multiplayer,682,The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,1.14,0.54,0.47,0.17,2.32
1278,1312,502,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,PlayStation2,89,8.8,1-4 ,1130,Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63
1279,1313,502,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,PlayStation2,89,8.8,1-4 ,3251,Tiger Woods PGA Tour 2004,XB,2003.0,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62
1280,1314,502,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,PlayStation2,89,8.8,1-4 ,8130,Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18
1281,1315,502,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,PlayStation2,89,8.8,1-4 ,8671,Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16
1282,1316,573,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,GameCube,89,8.4,1-4 ,1130,Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63
1283,1317,573,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,GameCube,89,8.4,1-4 ,3251,Tiger Woods PGA Tour 2004,XB,2003.0,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62
1284,1318,573,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,GameCube,89,8.4,1-4 ,8130,Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18
1285,1319,573,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,GameCube,89,8.4,1-4 ,8671,Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16
1286,1320,649,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,Xbox,89,8.2,1-4 ,1130,Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63
1287,1321,649,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,Xbox,89,8.2,1-4 ,3251,Tiger Woods PGA Tour 2004,XB,2003.0,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62
1288,1322,649,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,Xbox,89,8.2,1-4 ,8130,Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18
1289,1323,649,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,Xbox,89,8.2,1-4 ,8671,Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16
1290,1324,723,Tiger Woods PGA Tour 2004,2003,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,88,8.0,1-8 ,1130,Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63
1291,1325,723,Tiger Woods PGA Tour 2004,2003,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,88,8.0,1-8 ,3251,Tiger Woods PGA Tour 2004,XB,2003.0,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62
1292,1326,723,Tiger Woods PGA Tour 2004,2003,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,88,8.0,1-8 ,8130,Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18
1293,1327,723,Tiger Woods PGA Tour 2004,2003,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,88,8.0,1-8 ,8671,Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16
1294,1328,503,Age of Mythology,2002,EnsembleStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,89,8.9,1-12 ,11149,Age of Mythology,PC,2002.0,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09
1295,1329,504,Pikmin,2001,Nintendo,Strategy;Real-Time;Fantasy,GameCube,89,8.7,1 Player,1127,Pikmin,GC,2001.0,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63
1296,1330,509,Plants vs. Zombies,2010,PopCap,Strategy;Real-Time;General;General;Fantasy;Defense,Xbox360,89,8.2,not specified,1716,Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18
1297,1331,509,Plants vs. Zombies,2010,PopCap,Strategy;Real-Time;General;General;Fantasy;Defense,Xbox360,89,8.2,not specified,6514,Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26
1298,1332,509,Plants vs. Zombies,2010,PopCap,Strategy;Real-Time;General;General;Fantasy;Defense,Xbox360,89,8.2,not specified,7821,Plants vs. Zombies,PS3,2011.0,Strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19
1299,1333,509,Plants vs. Zombies,2010,PopCap,Strategy;Real-Time;General;General;Fantasy;Defense,Xbox360,89,8.2,not specified,13034,Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05
